step,time_s,L1,L2,L3,L4,L5,L6,R1,R2,R3,R4,R5,R6
275,1.100000,-0.00146495504,-0.0131231993,-0.0247453284,0.0016040951,0.0102813384,-0.00472898502,-2.20939419e-05,-4.40014537e-06,-5.8410651e-06,4.79126584e-06,0.000205908276,-7.17363582e-05
276,1.104000,-0.00141831767,-0.0121048465,-0.023208322,-0.000630751252,0.0110455714,-0.00562078692,-2.2061502e-05,-4.37533708e-06,-5.85276666e-06,4.77430694e-06,0.000205364384,-7.15460847e-05
277,1.108000,-0.000876698527,-0.0127558615,-0.023978645,0.00219196267,0.0122030359,-0.00494929682,-2.20296824e-05,-4.34884487e-06,-5.84850613e-06,4.76214882e-06,0.000204845739,-7.13698391e-05
278,1.112000,-0.000658466714,-0.0113076102,-0.0227635317,-0.00136442482,0.0170706846,-0.00774646737,-2.19983849e-05,-4.34096455e-06,-5.86446595e-06,4.74373155e-06,0.000204236596,-7.11437388e-05
279,1.116000,-0.0013617709,-0.0107788239,-0.0209064558,-0.00218944252,0.0117505006,-0.00665959343,-2.1946882e-05,-4.3021746e-06,-5.88962939e-06,4.73616274e-06,0.000203713542,-7.09608721e-05
280,1.120000,-0.00106129679,-0.0112724174,-0.0219666529,-0.000670220703,0.0133355707,-0.00741768442,-2.19285266e-05,-4.2882416e-06,-5.89808633e-06,4.72084093e-06,0.000203174932,-7.0775226e-05
281,1.124000,-0.0018676928,-0.0136458222,-0.0247997735,0.00499391183,0.00432797428,-0.00256506074,-2.18954738e-05,-4.2648303e-06,-5.91215212e-06,4.70262512e-06,0.000202569339,-7.05506172e-05
282,1.128000,0.000166077167,-0.0115118753,-0.023613859,0.0117400773,0.00831004884,0.00143485493,-2.18565874e-05,-4.22479161e-06,-5.92326342e-06,4.69273846e-06,0.000202046402,-7.03668484e-05
283,1.132000,-0.000837157015,-0.0117424708,-0.0200695582,0.00948556699,0.00213561393,2.18299683e-05,-2.18265195e-05,-4.21024697e-06,-5.94547146e-06,4.67897826e-06,0.000201501214,-7.01772151e-05
284,1.136000,-0.00104942382,-0.0107822679,-0.0184106696,0.00795697607,1.35079026e-05,0.00148825953,-2.17876568e-05,-4.18218087e-06,-5.95074152e-06,4.65706944e-06,0.000200920651,-6.99619268e-05
285,1.140000,-0.000972271082,-0.0112142665,-0.0197889563,0.0070736371,0.00299741374,-0.00112776458,-2.17560973e-05,-4.15657814e-06,-5.95880783e-06,4.64495679e-06,0.000200316717,-6.97399082e-05
286,1.144000,-0.00952985883,-0.0828274935,0.096793443,-0.339596868,0.0154512003,0.00199026987,-2.1714277e-05,-4.119408e-06,-5.97655389e-06,4.6312789e-06,0.00019980513,-6.95643248e-05
287,1.148000,-0.0114066955,-0.203228503,0.0598499104,-0.343691409,0.0170115493,0.00199083611,-2.16694862e-05,-4.11019528e-06,-5.99586292e-06,4.6142568e-06,0.000199225295,-6.93484835e-05
288,1.152000,-0.0133553045,-0.272378147,0.0569006354,-0.35114193,0.0227508247,0.00198974088,-2.16439894e-05,-4.06821891e-06,-5.97632743e-06,4.60660885e-06,0.000198660142,-6.91441455e-05
289,1.156000,-0.015762141,-0.317750275,0.0603972524,-0.354563534,0.0253135748,0.00198982656,-2.16114095e-05,-4.04446837e-06,-5.99768509e-06,4.58499972e-06,0.000198083348,-6.89334483e-05
290,1.160000,-0.0177082121,-0.346862644,0.0705121458,-0.3573865,0.0271303318,0.0019893311,-2.15682994e-05,-4.02015667e-06,-6.01427928e-06,4.57312899e-06,0.000197548477,-6.87420688e-05
291,1.164000,-0.0193540789,-0.36779204,0.0805160254,-0.359076709,0.0283822604,0.00198892504,-2.15209566e-05,-3.99684768e-06,-6.02112914e-06,4.55719646e-06,0.000197005706,-6.85469859e-05
292,1.168000,-0.0206907708,-0.383596599,0.0893256962,-0.360347211,0.0291441791,0.00198885053,-2.1490976e-05,-3.97406393e-06,-6.04145453e-06,4.5432198e-06,0.0001964892,-6.83680919e-05
293,1.172000,-0.0217544753,-0.39587751,0.0969325677,-0.361551017,0.0296918117,0.0019890517,-2.14599095e-05,-3.94383187e-06,-6.02991986e-06,4.53161283e-06,0.000195886532,-6.81391321e-05
294,1.176000,-0.0225986987,-0.405676454,0.1033471,-0.362813264,0.0301077925,0.00198944286,-2.14199517e-05,-3.92185211e-06,-6.06791673e-06,4.51929054e-06,0.000195402085,-6.79773875e-05
295,1.180000,-0.023278119,-0.413644612,0.108722925,-0.364173532,0.0304733589,0.00198983401,-2.13944313e-05,-3.89566685e-06,-6.07403854e-06,4.49864274e-06,0.000194813387,-6.77584685e-05
296,1.184000,-0.0238430817,-0.420226604,0.113233782,-0.365650803,0.0308485739,0.00199016556,-2.13405965e-05,-3.87162436e-06,-6.10219558e-06,4.4870867e-06,0.000194278458,-6.75646006e-05
297,1.188000,-0.0243341923,-0.425742984,0.117036901,-0.367244065,0.0311812572,0.00199047476,-2.13040366e-05,-3.84504801e-06,-6.10849247e-06,4.47142384e-06,0.000193748216,-6.73764516e-05
298,1.192000,-0.0247725733,-0.430437803,0.120236583,-0.368897557,0.0315652974,0.00199067593,-2.12758259e-05,-3.81977497e-06,-6.12405256e-06,4.45809656e-06,0.000193204454,-6.71792222e-05
299,1.196000,-0.0251817107,-0.434477031,0.122974917,-0.370652497,0.0319468044,0.00199085847,-2.12282212e-05,-3.80061965e-06,-6.12095391e-06,4.44655097e-06,0.000192736799,-6.70262089e-05
300,1.200000,-0.0255701449,-0.437997937,0.125320852,-0.37245068,0.0323566645,0.00199102238,-2.11862753e-05,-3.77830088e-06,-6.13748398e-06,4.43795261e-06,0.000192213338,-6.6840701e-05
301,1.204000,0.000728056766,-0.0466348268,1.21408951,-2.06489635,0.000734642148,0.0019976981,-2.11672832e-05,-3.76634307e-06,-6.13620477e-06,4.41664497e-06,0.000191618892,-6.66181586e-05
302,1.208000,0.00798689108,-0.0597663149,1.39703727,-2.17520714,-0.00231194589,-0.00204814225,-2.1118969e-05,-3.7474199e-06,-6.14815053e-06,4.40925851e-06,0.000191116385,-6.64426407e-05
303,1.212000,0.00638875784,-0.139655814,1.4408468,-2.18904948,-0.00261747185,-0.00206106901,-2.10763719e-05,-3.72601835e-06,-6.17805244e-06,4.39342512e-06,0.000190597799,-6.62608436e-05
304,1.216000,0.00626429403,-0.24136959,1.44446301,-2.18751264,-0.00237466116,-0.00206039846,-2.10387152e-05,-3.69407098e-06,-6.20057972e-06,4.37697099e-06,0.000190036895,-6.60486185e-05
305,1.220000,0.00632436201,-0.333312452,1.44075263,-2.1710763,-0.00238072127,-0.00173021108,-2.10064973e-05,-3.65554183e-06,-6.17355954e-06,4.36104528e-06,0.000189463055,-6.58341305e-05
306,1.224000,0.00634999573,-0.387021691,1.46426404,-2.17078447,-0.00242044404,-0.00176760927,-2.09490609e-05,-3.65234996e-06,-6.19708635e-06,4.35058246e-06,0.000188904261,-6.5621367e-05
307,1.228000,0.00640510488,-0.426382512,1.48505962,-2.16655469,-0.00472126249,0.0010926351,-2.09165519e-05,-3.6114634e-06,-6.20342962e-06,4.33403875e-06,0.000188350255,-6.541935e-05
308,1.232000,0.00649742968,-0.456037074,1.50275052,-2.16430402,-0.00548547227,0.0020278804,-2.0855563e-05,-3.59089381e-06,-6.20221772e-06,4.32151182e-06,0.000187887097,-6.52627423e-05
309,1.236000,0.00661020353,-0.478776276,1.51733553,-2.16348076,-0.0054747574,0.00202777237,-2.08049059e-05,-3.58648049e-06,-6.21714207e-06,4.30758519e-06,0.000187371988,-6.50755828e-05
310,1.240000,0.0067281737,-0.496471465,1.52902043,-2.16304827,-0.00547316857,0.00202750415,-2.0768246e-05,-3.55010661e-06,-6.22219613e-06,4.29824331e-06,0.0001868689,-6.49008725e-05
311,1.244000,0.00683256797,-0.510347724,1.53834391,-2.16302848,-0.00548938848,0.00202698633,-2.07396915e-05,-3.52560505e-06,-6.24922086e-06,4.2851907e-06,0.000186308011,-6.46907574e-05
312,1.248000,0.00692765974,-0.521295965,1.54574108,-2.16337824,-0.00551748276,0.00202628225,-2.06970926e-05,-3.49639322e-06,-6.24936911e-06,4.26987526e-06,0.000185758399,-6.44848624e-05
313,1.252000,0.0070096096,-0.529983401,1.55157113,-2.16401911,-0.00556051917,0.00202542543,-2.06552359e-05,-3.47762716e-06,-6.25617122e-06,4.25414328e-06,0.00018529917,-6.43296225e-05
314,1.256000,0.00707924366,-0.536913157,1.55613911,-2.16488981,-0.00561457686,0.00202432275,-2.06128516e-05,-3.47513424e-06,-6.2778463e-06,4.24207974e-06,0.000184789678,-6.41486113e-05
315,1.260000,0.00713883247,-0.542457938,1.55971265,-2.16595864,-0.00567894429,0.00202309713,-2.05633987e-05,-3.43795546e-06,-6.26108022e-06,4.23702886e-06,0.000184264572,-6.39544232e-05
316,1.264000,0.000643755775,-0.725042343,0.969789207,-1.16504955,0.000174099579,-0.0020420365,-2.05289252e-05,-3.42209796e-06,-6.26030214e-06,4.21708546e-06,0.00018375623,-6.37772464e-05
317,1.268000,0.00126059446,-0.634636164,0.992654562,-1.1487658,0.00132534513,-0.00201207399,-2.0472542e-05,-3.41299074e-06,-6.27633335e-06,4.20265997e-06,0.000183251701,-6.35949109e-05
318,1.272000,0.00193475594,-0.581804752,0.992005825,-1.14157534,0.000227234385,-0.000114496797,-2.04290645e-05,-3.37539336e-06,-6.2760837e-06,4.18916306e-06,0.00018273732,-6.34102616e-05
319,1.276000,0.00231896853,-0.546872497,0.986416161,-1.1383487,-0.00119024015,0.00201205723,-2.03923173e-05,-3.35548884e-06,-6.27745294e-06,4.17838874e-06,0.00018223493,-6.32343072e-05
320,1.280000,0.00251703942,-0.522451282,0.980407357,-1.13898969,-0.0010884013,0.00201164931,-2.03448017e-05,-3.3369331e-06,-6.28989937e-06,4.16785724e-06,0.000181716401,-6.30434224e-05
321,1.284000,0.00260376022,-0.505070031,0.97463882,-1.14049637,-0.00106824888,0.00201095641,-2.03188793e-05,-3.3141016e-06,-6.30361365e-06,4.1513963e-06,0.000181171141,-6.28408015e-05
322,1.288000,0.00262247631,-0.492512375,0.969488204,-1.14229369,-0.00109679229,0.00201016478,-2.02697665e-05,-3.29355225e-06,-6.31565854e-06,4.13717135e-06,0.000180638628,-6.26404435e-05
323,1.292000,0.00261274632,-0.483314216,0.965127587,-1.14423263,-0.00114092114,0.00200939178,-2.02377305e-05,-3.26559075e-06,-6.33029458e-06,4.12473355e-06,0.000180050134,-6.24137247e-05
324,1.296000,0.00258766068,-0.476531982,0.961517632,-1.14618349,-0.00119373226,0.00200871937,-2.01845687e-05,-3.24693906e-06,-6.33392483e-06,4.11304518e-06,0.000179620401,-6.2270854e-05
325,1.300000,0.00255035539,-0.471531332,0.958545923,-1.14803219,-0.00125350966,0.00200812146,-2.01417697e-05,-3.22643882e-06,-6.33230729e-06,4.09778704e-06,0.000179146737,-6.21056242e-05
326,1.304000,0.00251520402,-0.467838973,0.956151009,-1.14981318,-0.00130956946,0.00200758502,-2.01059684e-05,-3.20846129e-06,-6.32798628e-06,4.08737878e-06,0.000178639806,-6.19178027e-05
327,1.308000,0.00247911923,-0.465138614,0.954225481,-1.1514976,-0.00136484392,0.00200711191,-2.00719169e-05,-3.18644379e-06,-6.35379138e-06,4.07969765e-06,0.000178119066,-6.17265323e-05
328,1.312000,0.00244352268,-0.463177353,0.952708364,-1.15312099,-0.00141869497,0.00200663134,-2.00066261e-05,-3.16404908e-06,-6.3697421e-06,4.06385107e-06,0.000177675465,-6.15747049e-05
329,1.316000,0.00241072522,-0.461798847,0.951486409,-1.15463972,-0.00146739313,0.00200620666,-1.99883616e-05,-3.14353383e-06,-6.37405128e-06,4.05039145e-06,0.000177134789,-6.13753291e-05
330,1.320000,0.00237928377,-0.460851908,0.950538099,-1.1561228,-0.00151556882,0.00200576708,-1.99275546e-05,-3.12517159e-06,-6.39362224e-06,4.03767217e-06,0.000176676316,-6.12137883e-05
331,1.324000,-0.00237810821,-0.783761322,0.0529158823,0.00928799808,-0.00165626127,0.00165044889,-1.98864054e-05,-3.10252335e-06,-6.39193786e-06,4.02720616e-06,0.000176192858,-6.10412753e-05
332,1.328000,-0.00160266343,-0.644671798,0.0531915687,0.0299933553,-0.00104408059,0.00200589933,-1.98414637e-05,-3.08135805e-06,-6.40964208e-06,4.01376701e-06,0.000175707639,-6.0868435e-05
333,1.332000,-0.0011053381,-0.503591657,0.0576065294,0.042567119,-0.000676184893,0.00200876221,-1.98095477e-05,-3.06462744e-06,-6.40483358e-06,4.00313365e-06,0.000175229943,-6.0700062e-05
334,1.336000,-0.000916710065,-0.360038728,0.0671452582,0.0453952476,-0.000620512292,0.00200907886,-1.97439167e-05,-3.04829405e-06,-6.40825328e-06,3.99270994e-06,0.000174800123,-6.05559653e-05
335,1.340000,-0.000720405194,-0.211559281,0.086191982,0.0412263051,-0.00100074708,0.00200698152,-1.97047484e-05,-3.02632134e-06,-6.41278484e-06,3.98117209e-06,0.000174243862,-6.03419066e-05
336,1.344000,-0.000504192431,-0.104547553,0.0830867738,0.0306255221,-0.00100149959,0.00200575963,-1.96552464e-05,-3.02076751e-06,-6.40953294e-06,3.96596624e-06,0.000173745851,-6.01594184e-05
337,1.348000,-0.000340088038,-0.0353083089,0.0610979125,0.0298535377,-0.000898644328,0.00200508535,-1.96149849e-05,-2.98631448e-06,-6.42608165e-06,3.95676307e-06,0.000173248292,-5.9981372e-05
338,1.352000,-0.000534501043,0.0199189018,0.0537733212,0.0104539171,-0.00126815028,0.00200330466,-1.95816428e-05,-2.96591634e-06,-6.43089652e-06,3.94131666e-06,0.000172742584,-5.97951439e-05
339,1.356000,-0.00041327902,0.0469581708,0.0399505943,0.000502862036,-0.000930940732,0.00200453401,-1.9545796e-05,-2.94476285e-06,-6.4378537e-06,3.92691072e-06,0.000172236498,-5.96091049e-05
340,1.360000,-0.000391097361,0.0633398741,0.0286701117,0.000464387238,-0.00093350932,0.00200508535,-1.94894128e-05,-2.92270829e-06,-6.44522561e-06,3.91275671e-06,0.000171720283,-5.94153535e-05
341,1.364000,-0.000436860253,0.0772310495,0.023195548,0.000590898097,-0.000925877132,0.00200592354,-1.94426284e-05,-2.90247885e-06,-6.45563796e-06,3.90159084e-06,0.000171219843,-5.92289507e-05
342,1.368000,-0.000495169894,0.0880436897,0.0200242326,0.00078907609,-0.000955594704,0.00200659782,-1.94003787e-05,-2.88038291e-06,-6.44946249e-06,3.88676017e-06,0.000170699874,-5.90331692e-05
343,1.372000,-0.000532105681,0.0960936323,0.0179521292,0.000914789736,-0.00097295735,0.00200726092,-1.93392734e-05,-2.88065348e-06,-6.47551769e-06,3.88009039e-06,0.000170281681,-5.8890575e-05
344,1.376000,-0.000551233126,0.101943448,0.0165060051,0.000983923674,-0.000981704332,0.00200789608,-1.93053929e-05,-2.84623593e-06,-6.47809929e-06,3.87088812e-06,0.000169810621,-5.87213435e-05
345,1.380000,-0.000564249,0.106101006,0.015447285,0.00103466213,-0.000988610089,0.00200850703,-1.92565785e-05,-2.84124553e-06,-6.49452932e-06,3.85693284e-06,0.000169344159,-5.85504058e-05
346,1.384000,-0.115774401,0.0849393085,-0.0133998841,0.0229823738,-0.0184538625,-1.65354192,-1.92238294e-05,-2.80599443e-06,-6.4765054e-06,3.84043142e-06,0.000168828003,-5.83607034e-05
347,1.388000,-0.182269201,0.0843241662,0.00519642234,0.0248745009,-0.0187376793,-1.65523243,-1.91698509e-05,-2.80638164e-06,-6.49733829e-06,3.82898133e-06,0.00016841157,-5.82175235e-05
348,1.392000,-0.24926798,0.0777784958,0.0110168085,0.0262092873,-0.0190095715,-1.65445256,-1.91251129e-05,-2.78773086e-06,-6.49179765e-06,3.82153303e-06,0.000167941049,-5.80466331e-05
349,1.396000,-0.316175014,0.0717095733,0.01449956,0.0269677266,-0.0192816146,-1.65374458,-1.90873579e-05,-2.76970331e-06,-6.51944265e-06,3.81290101e-06,0.000167487291,-5.78894542e-05
350,1.400000,-0.382971406,0.0666719228,0.0170433149,0.0272297338,-0.0195513442,-1.65299881,-1.90342362e-05,-2.74755143e-06,-6.52382641e-06,3.79840071e-06,0.000167027276,-5.77245482e-05
351,1.404000,-0.449655265,0.0626012161,0.0187747963,0.0274896175,-0.0198199861,-1.65230906,-1.89938582e-05,-2.73366118e-06,-6.52885046e-06,3.79048834e-06,0.000166552549,-5.7551104e-05
352,1.408000,-0.516322911,0.0594276041,0.0198773779,0.0274548978,-0.020087596,-1.65178418,-1.89592447e-05,-2.71396129e-06,-6.52143535e-06,3.77209176e-06,0.000166088052,-5.73855177e-05
353,1.412000,-0.582957089,0.0569164082,0.0202796496,0.0274350047,-0.0203544162,-1.65109551,-1.8900093e-05,-2.69728253e-06,-6.52877861e-06,3.76704861e-06,0.000165622492,-5.72174613e-05
354,1.416000,-0.649592102,0.0547630265,0.0197875351,0.0273430198,-0.0206199214,-1.65029728,-1.88719787e-05,-2.66584175e-06,-6.51336768e-06,3.75367449e-06,0.000165159407,-5.70531629e-05
355,1.420000,-0.716291547,0.0528224334,0.0186362863,0.0266726241,-0.0208841488,-1.6493963,-1.88294798e-05,-2.65901826e-06,-6.53580901e-06,3.73972853e-06,0.000164639467,-5.68547512e-05
356,1.424000,-0.783271194,0.0517191887,0.0185334533,0.0220865682,-0.02114724,-1.64742732,-1.87727001e-05,-2.64284245e-06,-6.54657697e-06,3.7288678e-06,0.000164227633,-5.67157258e-05
357,1.428000,-0.842633247,0.049553521,0.0165747032,0.0181927308,-0.0214303695,-1.65264082,-1.87474252e-05,-2.62169397e-06,-6.55328495e-06,3.71778901e-06,0.00016373086,-5.65311166e-05
358,1.432000,-0.876959682,0.0500954837,0.0189800411,0.0204174817,-0.0216719154,-1.65192544,-1.86814414e-05,-2.60284264e-06,-6.5490226e-06,3.70376847e-06,0.000163240256,-5.63449576e-05
359,1.436000,-0.89765811,0.0494893342,0.0195753761,0.0212831199,-0.021915473,-1.65273523,-1.86376801e-05,-2.5700333e-06,-6.55402937e-06,3.69430563e-06,0.000162785698,-5.61817105e-05
360,1.440000,-0.910072505,0.0485145077,0.0188006014,0.0217856169,-0.0221479982,-1.65306318,-1.86024899e-05,-2.56559588e-06,-6.5697086e-06,3.68752876e-06,0.000162257405,-5.59760265e-05
361,1.444000,-1.05424762,0.00175309926,-0.120741427,0.0258492529,-0.0224127434,-4.20689583,-1.85581557e-05,-2.54655265e-06,-6.56208476e-06,3.66804852e-06,0.000161791366,-5.58077481e-05
362,1.448000,-1.11770594,0.023693487,-0.127640441,0.0220896006,-0.0230002962,-4.21161032,-1.85072749e-05,-2.53406006e-06,-6.56612747e-06,3.65810774e-06,0.000161408359,-5.56806044e-05
363,1.452000,-1.18261218,0.0367787331,-0.139281377,0.0191487819,-0.0235594548,-4.21151352,-1.84721775e-05,-2.51546771e-06,-6.57645705e-06,3.6480983e-06,0.000160962998,-5.55195074e-05
364,1.456000,-1.24796629,0.0469733737,-0.148691282,0.0169280171,-0.0241097547,-4.21098566,-1.84200253e-05,-2.49509617e-06,-6.57351529e-06,3.63855088e-06,0.000160507727,-5.53529862e-05
365,1.460000,-1.31354582,0.052854687,-0.15978837,0.0198981613,-0.0246525407,-4.20972729,-1.83829125e-05,-2.48027618e-06,-6.59062971e-06,3.62381979e-06,0.000160022682,-5.51730773e-05
366,1.464000,-1.37911522,0.0528003275,-0.175596744,0.0308385044,-0.0251852013,-4.20760918,-1.83251941e-05,-2.46582727e-06,-6.58747513e-06,3.61525781e-06,0.00015962543,-5.5036493e-05
367,1.468000,-1.44482064,0.052731812,-0.186467171,0.0373197198,-0.025710132,-4.20605946,-1.82952062e-05,-2.450289e-06,-6.59817488e-06,3.60513081e-06,0.000159184128,-5.48800817e-05
368,1.472000,-1.51061094,0.0526644178,-0.193726003,0.0408601463,-0.0262290016,-4.20460033,-1.82351141e-05,-2.43078603e-06,-6.59861689e-06,3.59422893e-06,0.000158736482,-5.47169984e-05
369,1.476000,-1.57653201,0.0526004024,-0.198566154,0.0422784984,-0.0267391056,-4.20273304,-1.82017338e-05,-2.3972118e-06,-6.59394345e-06,3.5845726e-06,0.000158295748,-5.45575858e-05
370,1.480000,-1.64251959,0.0525368266,-0.201674163,0.042489782,-0.0272427835,-4.20122337,-1.81741379e-05,-2.39344945e-06,-6.60331261e-06,3.56899818e-06,0.000157845818,-5.43968745e-05
371,1.484000,-1.70865154,0.0524890497,-0.203443944,0.0411182642,-0.0277410708,-4.19959593,-1.80912557e-05,-2.38451275e-06,-6.58885119e-06,3.56497344e-06,0.00015746498,-5.42678317e-05
372,1.488000,-1.77492297,0.0524518639,-0.204301775,0.0384683758,-0.0282307416,-4.19749928,-1.80769675e-05,-2.36563415e-06,-6.61109516e-06,3.55011025e-06,0.000156964205,-5.4081589e-05
373,1.492000,-1.84165251,0.0524367392,-0.204220146,0.0328378677,-0.0287149064,-4.19551516,-1.80212719e-05,-2.33086826e-06,-6.60763772e-06,3.54055692e-06,0.000156517926,-5.39163302e-05
374,1.496000,-1.90981174,0.0529708005,-0.201531351,0.0167593956,-0.029221613,-4.20546627,-1.7966513e-05,-2.33859737e-06,-6.59723673e-06,3.53017958e-06,0.000156138616,-5.37923588e-05
375,1.500000,-1.94610155,0.0526306741,-0.20190075,0.0239441842,-0.0296764784,-4.20171261,-1.79373601e-05,-2.32009006e-06,-6.60219985e-06,3.51769813e-06,0.000155650981,-5.36082807e-05
376,1.504000,-1.6811893,0.104250833,-0.0467811301,0.0110426471,0.00324186683,-0.00222628564,-1.78927294e-05,-2.29884677e-06,-6.60711248e-06,3.5120047e-06,0.000155188565,-5.34372666e-05
377,1.508000,-1.57907224,0.0800222754,-0.0382871889,0.0101752356,0.00331826508,-0.00220801309,-1.78435093e-05,-2.2842155e-06,-6.61343984e-06,3.49915058e-06,0.000154775684,-5.32917984e-05
378,1.512000,-1.47614968,0.0628539845,-0.0288809296,0.00962924026,0.00331276283,-0.00219756365,-1.78116679e-05,-2.26305724e-06,-6.62496814e-06,3.48496383e-06,0.000154250636,-5.30834222e-05
379,1.516000,-1.37298393,0.0495775118,-0.0211658031,0.00917520747,0.00330432504,-0.00218871608,-1.77526053e-05,-2.2443553e-06,-6.64359413e-06,3.46839875e-06,0.000153816261,-5.29286772e-05
380,1.520000,-1.26977098,0.0383118168,-0.0168885421,0.00874266401,0.00331067294,-0.00218176842,-1.77254278e-05,-2.22705603e-06,-6.62630509e-06,3.46259435e-06,0.000153356523,-5.27594748e-05
381,1.524000,-1.16649604,0.0291414484,-0.0146862185,0.0083467029,0.0033104755,-0.00217580423,-1.76565845e-05,-2.21683013e-06,-6.64745312e-06,3.44923933e-06,0.000152945446,-5.26099138e-05
382,1.528000,-1.06311607,0.0224503856,-0.0129227573,0.00787302293,0.00337539986,-0.00217032805,-1.76164849e-05,-2.1967428e-06,-6.6333987e-06,3.44361774e-06,0.00015251404,-5.24542411e-05
383,1.532000,-0.959654033,0.0187184475,-0.0111609735,0.00737330131,0.00348386727,-0.00216526724,-1.75723162e-05,-2.18685568e-06,-6.635114e-06,3.4264342e-06,0.000152098743,-5.23057279e-05
384,1.536000,-0.856222451,0.0162900202,-0.0104569606,0.00708899973,0.00347407721,-0.00216112658,-1.75389196e-05,-2.16803255e-06,-6.62997309e-06,3.42075782e-06,0.000151689339,-5.21601032e-05
385,1.540000,-0.75277853,0.0148754008,-0.0100870654,0.00687930966,0.0034277048,-0.00215716101,-1.74884844e-05,-2.15700652e-06,-6.64739673e-06,3.41287705e-06,0.000151321728,-5.2037205e-05
386,1.544000,-0.649253488,0.014119532,-0.00964986626,0.00667561218,0.0033660084,-0.00215375703,-1.74598681e-05,-2.13632234e-06,-6.65995231e-06,3.40363158e-06,0.000150863008,-5.18673696e-05
387,1.548000,-0.545685768,0.0135985417,-0.00932565425,0.00653154124,0.00331793912,-0.00215041358,-1.74116503e-05,-2.12157443e-06,-6.65773223e-06,3.39457188e-06,0.000150441192,-5.17144654e-05
388,1.552000,-0.442099839,0.013219526,-0.00905781612,0.00638495246,0.0032378789,-0.00214731973,-1.73690169e-05,-2.10452072e-06,-6.66450478e-06,3.37331562e-06,0.000150018808,-5.15650936e-05
389,1.556000,-0.338377982,0.0130864345,-0.00846577529,0.00634371443,0.00312263705,-0.00214451645,-1.73144781e-05,-2.08897677e-06,-6.66129972e-06,3.37332312e-06,0.000149599946,-5.14123312e-05
390,1.560000,-0.234493047,0.0131580699,-0.00753455376,0.00641895318,0.00295712985,-0.00214223098,-1.72773016e-05,-2.07821085e-06,-6.66920141e-06,3.36680068e-06,0.000149237938,-5.12941115e-05
391,1.564000,-0.468240201,-0.29453364,-0.61261338,0.135462105,-0.0282141417,-4.31044102,-1.72417349e-05,-2.06032291e-06,-6.68303892e-06,3.35302661e-06,0.000148768639,-5.11162216e-05
392,1.568000,-0.639342606,-0.351295829,-0.820460916,0.167815968,-0.0287333205,-7.73296118,-1.71832089e-05,-2.04701701e-06,-6.66983124e-06,3.3430083e-06,0.000148408464,-5.09965539e-05
393,1.572000,-0.693851113,-0.322720349,-0.862839818,0.153126493,-0.0298238285,-7.72195148,-1.71429092e-05,-2.03218428e-06,-6.68615075e-06,3.33137314e-06,0.000147994608,-5.08487537e-05
394,1.576000,-0.753941894,-0.297072798,-0.895448148,0.143395051,-0.0305454098,-7.70624781,-1.71016618e-05,-2.01199009e-06,-6.68804341e-06,3.31910655e-06,0.000147531973,-5.06757497e-05
395,1.580000,-0.816747367,-0.273972541,-0.918575346,0.137147844,-0.0312240925,-7.68954849,-1.70633975e-05,-1.99452506e-06,-6.68192069e-06,3.30979083e-06,0.000147099068,-5.05140124e-05
396,1.584000,-0.881009936,-0.254009813,-0.934592307,0.132596195,-0.0318489783,-7.67130995,-1.70360381e-05,-1.98207044e-06,-6.66219239e-06,3.29319641e-06,0.000146689796,-5.03719566e-05
397,1.588000,-0.946259737,-0.237659305,-0.946101546,0.129183382,-0.0324271172,-7.65397167,-1.69845553e-05,-1.9540123e-06,-6.66760116e-06,3.29349041e-06,0.000146266873,-5.02161201e-05
398,1.592000,-1.01189017,-0.224536136,-0.954286098,0.126767293,-0.0329536051,-7.63510895,-1.69523773e-05,-1.95416055e-06,-6.67160975e-06,3.27888074e-06,0.000145849379,-5.00630595e-05
399,1.596000,-1.07816243,-0.21429503,-0.960143328,0.124221906,-0.0334245563,-7.61823654,-1.69158866e-05,-1.93613641e-06,-6.68172379e-06,3.26663644e-06,0.000145378552,-4.98816989e-05
400,1.600000,-1.1445893,-0.206404686,-0.964272738,0.122176245,-0.0338397361,-7.6001792,-1.6869164e-05,-1.90396145e-06,-6.67648965e-06,3.25690803e-06,0.000144941776,-4.97199508e-05
401,1.604000,-1.21137238,-0.200711399,-0.967612743,0.120704055,-0.0342023298,-7.58314466,-1.6812015e-05,-1.90414312e-06,-6.67309041e-06,3.24337657e-06,0.000144498437,-4.95502936e-05
402,1.608000,-1.27812421,-0.196140096,-0.969199777,0.118639529,-0.0345050432,-7.56562233,-1.67496073e-05,-1.89276466e-06,-6.68435723e-06,3.23792938e-06,0.000144159072,-4.94377382e-05
403,1.612000,-1.34526742,-0.193209738,-0.970802307,0.117206216,-0.0347547121,-7.54921722,-1.671473e-05,-1.87451656e-06,-6.69799783e-06,3.22558913e-06,0.000143718789,-4.92750005e-05
404,1.616000,-1.41250706,-0.191018313,-0.971442223,0.115371153,-0.034945555,-7.53243732,-1.66790032e-05,-1.8583969e-06,-6.68087705e-06,3.2139219e-06,0.000143324025,-4.91331957e-05
405,1.620000,-1.47991955,-0.189661831,-0.97181952,0.113734916,-0.0350835025,-7.51653481,-1.66275659e-05,-1.83145062e-06,-6.69734391e-06,3.20993649e-06,0.000142921694,-4.89868435e-05
