step,time_s,L1,L2,L3,L4,L5,L6,R1,R2,R3,R4,R5,R6
769,3.076000,-0.00149546145,-0.0144044738,-0.025158383,0.0100934468,0.00295036053,0.000152663095,-6.12484519e-06,1.1440967e-06,-6.47568459e-06,1.04193464e-06,5.06846955e-05,-1.62895558e-05
770,3.080000,-0.00143973634,-0.0139021836,-0.0244706944,0.00974925421,0.0035552308,-0.000335867517,-6.10944062e-06,1.13165061e-06,-6.49392405e-06,1.03975435e-06,5.05166245e-05,-1.62263623e-05
771,3.084000,-0.00144530344,-0.0139247067,-0.024430085,0.00983931683,0.0039873193,-0.000670633512,-6.07970787e-06,1.15244609e-06,-6.47394018e-06,1.03255616e-06,5.03918054e-05,-1.61859934e-05
772,3.088000,-0.00140037015,-0.0135785816,-0.0239517894,0.0097654555,0.00288843131,0.000253240112,-6.0744469e-06,1.14272598e-06,-6.45155342e-06,1.02459546e-06,5.01786344e-05,-1.60985437e-05
773,3.092000,-0.00137564423,-0.0130436784,-0.023104541,0.00886561908,0.0030204202,0.000193590531,-6.0538423e-06,1.14174884e-06,-6.45551199e-06,1.01980754e-06,5.00104143e-05,-1.60379241e-05
774,3.096000,-0.00134086167,-0.01279971,-0.0225986559,0.00852967054,0.00381634571,-0.000412684865,-6.02192449e-06,1.14465763e-06,-6.46681247e-06,1.02078354e-06,4.98955378e-05,-1.60010277e-05
775,3.100000,-0.00147110946,-0.0124758612,-0.0219541527,0.00851116329,0.00166424969,0.00129343919,-6.01502188e-06,1.14985926e-06,-6.44971033e-06,1.01257251e-06,4.97312794e-05,-1.59406973e-05
776,3.104000,-0.00127881591,-0.0126964636,-0.0223976783,0.00876819156,0.00344201596,-8.36497638e-05,-6.0003058e-06,1.15452337e-06,-6.4596461e-06,1.01262776e-06,4.95793574e-05,-1.58881448e-05
777,3.108000,-0.00138162379,-0.0119581288,-0.0211267956,0.00781728514,0.0021013231,0.00103226281,-5.97749113e-06,1.16046533e-06,-6.43182238e-06,1.01057276e-06,4.94593223e-05,-1.5851514e-05
778,3.112000,-0.0013483573,-0.011641277,-0.0208440311,0.00787943415,0.0023530391,0.000750812935,-5.97028247e-06,1.15847672e-06,-6.44399734e-06,1.0082731e-06,4.93485059e-05,-1.58197254e-05
779,3.116000,-0.00125384761,-0.0115248514,-0.0206330698,0.00800361671,0.00328782666,3.44563741e-05,-5.93604091e-06,1.16139745e-06,-6.43030444e-06,1.00785803e-06,4.92348845e-05,-1.5786638e-05
780,3.120000,-0.00124317501,-0.0112841744,-0.0202001072,0.00732801482,0.00291752559,0.000400007935,-5.91094022e-06,1.16027888e-06,-6.43073281e-06,1.00609395e-06,4.91534374e-05,-1.5766198e-05
781,3.124000,-0.00129329204,-0.00956530403,-0.0174987279,0.00539626554,0.00210563233,0.00104700937,-5.91076241e-06,1.16588592e-06,-6.43741078e-06,9.99502731e-07,4.90046477e-05,-1.57176582e-05
782,3.128000,-0.00125240081,-0.00961188041,-0.0174082741,0.00548641756,0.00229268568,0.000969779678,-5.8973601e-06,1.17378534e-06,-6.44783586e-06,9.9575152e-07,4.89037047e-05,-1.56919341e-05
783,3.132000,-0.00117302709,-0.00957394112,-0.0174802225,0.00565054547,0.00318008754,0.000233785482,-5.8681776e-06,1.194368e-06,-6.46807894e-06,9.96413746e-07,4.88214864e-05,-1.56711612e-05
784,3.136000,-0.00114457938,-0.0095000919,-0.0174477417,0.00605866406,0.00359292026,-0.000136549817,-5.86877286e-06,1.2033131e-06,-6.46085437e-06,9.90126409e-07,4.86408571e-05,-1.56027927e-05
785,3.140000,-0.00129856437,-0.00894524436,-0.0165466983,0.00513366517,0.00196231902,0.00111983297,-5.84506324e-06,1.19899016e-06,-6.4570163e-06,9.93333174e-07,4.85876808e-05,-1.56029946e-05
786,3.144000,-0.00126319996,-0.00903131161,-0.0167258345,0.0056301197,0.00230105082,0.000805075048,-5.83422207e-06,1.18997787e-06,-6.42802979e-06,9.94312586e-07,4.84372395e-05,-1.55510479e-05
787,3.148000,-0.00115020596,-0.00873742998,-0.0163289662,0.00485487655,0.00334906206,0.000106719439,-5.80947835e-06,1.2028936e-06,-6.42674695e-06,9.92176979e-07,4.83579752e-05,-1.55319685e-05
788,3.152000,-0.0013112016,-0.00864573382,-0.0160830244,0.00504001323,0.00143869221,0.00152472011,-5.81022277e-06,1.20812797e-06,-6.42947816e-06,9.86558689e-07,4.81767929e-05,-1.54628142e-05
789,3.156000,-0.00115413801,-0.00863960292,-0.0161262602,0.00466494448,0.00309197721,0.000270375283,-5.80053711e-06,1.2008004e-06,-6.4267374e-06,9.82029974e-07,4.80216877e-05,-1.54107147e-05
790,3.160000,-0.00135722547,-0.00839293934,-0.0155265257,0.00481888559,0.00118675129,0.00169893866,-5.77256378e-06,1.21283097e-06,-6.43621024e-06,9.86326882e-07,4.79534501e-05,-1.53996025e-05
791,3.164000,-0.00126420939,-0.00811190531,-0.015461849,0.00477342773,0.00129881222,0.00156417256,-5.74869955e-06,1.20070627e-06,-6.43553494e-06,9.82289635e-07,4.78850452e-05,-1.53890396e-05
792,3.168000,-0.00116825243,-0.00745074358,-0.0144018102,0.003240983,0.00223863032,0.00100627798,-5.74245314e-06,1.22433255e-06,-6.4327387e-06,9.74510272e-07,4.77099238e-05,-1.53223336e-05
793,3.172000,-0.00119934767,-0.00795585383,-0.0150474329,0.00466214679,0.00207108236,0.00104646361,-5.71506598e-06,1.22189931e-06,-6.42434316e-06,9.81901394e-07,4.76407331e-05,-1.53099827e-05
794,3.176000,-0.00114056189,-0.00787191186,-0.0149612818,0.0043803947,0.00282595214,0.000530475168,-5.7139614e-06,1.21261849e-06,-6.41805082e-06,9.7122745e-07,4.7470523e-05,-1.52477978e-05
795,3.180000,-0.00115054892,-0.00735059101,-0.0139302686,0.0031710593,0.00203180965,0.00122002955,-5.6895401e-06,1.21343123e-06,-6.41517863e-06,9.73949454e-07,4.73859254e-05,-1.52259781e-05
796,3.184000,-0.00128524168,-0.00737798493,-0.0142847961,0.00370772649,0.000969491899,0.00190610439,-5.68816313e-06,1.21959238e-06,-6.42137593e-06,9.60689363e-07,4.72159591e-05,-1.51637178e-05
797,3.188000,-0.00116227393,-0.00726690888,-0.0139567107,0.00358016789,0.00220509991,0.000993088586,-5.66942253e-06,1.23495568e-06,-6.42618215e-06,9.64891342e-07,4.71464919e-05,-1.51539798e-05
798,3.192000,-0.00109691662,-0.00679566711,-0.0133541021,0.00298768934,0.00271857204,0.000595936319,-5.64507309e-06,1.24121129e-06,-6.41830684e-06,9.67600272e-07,4.70342566e-05,-1.51201302e-05
799,3.196000,-0.00111473654,-0.00658973027,-0.0130178789,0.00281714089,0.00184243917,0.00131722365,-5.64147012e-06,1.23098414e-06,-6.42704617e-06,9.65038225e-07,4.6884772e-05,-1.5069857e-05
800,3.200000,-0.00111144001,-0.00687206723,-0.0135064125,0.00322420336,0.00202625035,0.00112195127,-5.62638252e-06,1.23667348e-06,-6.42349869e-06,9.52070707e-07,4.67663194e-05,-1.50316346e-05
801,3.204000,-0.00118303404,-0.00688238256,-0.0136186341,0.00380434655,0.00206671236,0.000981719932,-5.61900742e-06,1.24029032e-06,-6.41403858e-06,9.5338055e-07,4.66438614e-05,-1.49927137e-05
802,3.208000,-0.00101412868,-0.00671796687,-0.0132945655,0.00348312501,0.00359055726,-0.000133111607,-5.5880173e-06,1.2398682e-06,-6.39960945e-06,9.53528797e-07,4.65747435e-05,-1.498041e-05
803,3.212000,-0.00115726038,-0.00680097193,-0.0130278338,0.00313119777,0.00150034996,0.00156050734,-5.59019918e-06,1.24573626e-06,-6.40081407e-06,9.46812236e-07,4.6405934e-05,-1.49171701e-05
804,3.216000,-0.00106748811,-0.00624395721,-0.0123960134,0.00294853933,0.00200795103,0.00114100031,-5.56743771e-06,1.25638576e-06,-6.42101668e-06,9.44509225e-07,4.62874814e-05,-1.48817935e-05
805,3.220000,-0.00110371981,-0.00601786654,-0.0119690225,0.00276779849,0.00188856199,0.00118297269,-5.54755525e-06,1.26704469e-06,-6.42148507e-06,9.48727461e-07,4.62073112e-05,-1.48619038e-05
806,3.224000,-0.00106732198,-0.00618779752,-0.0120879933,0.00281653181,0.00120345037,0.00184246106,-5.54492362e-06,1.2584652e-06,-6.42535724e-06,9.42256008e-07,4.60479241e-05,-1.48048866e-05
807,3.228000,-0.00107692217,-0.00610144483,-0.0118570291,0.00272444263,0.00127939624,0.00172101904,-5.52853544e-06,1.27834778e-06,-6.40981716e-06,9.35142168e-07,4.58912946e-05,-1.47448927e-05
808,3.232000,-0.00106736424,-0.00558328163,-0.0110755982,0.0022789482,0.00182501436,0.00126363849,-5.50507866e-06,1.27553301e-06,-6.40753979e-06,9.32477292e-07,4.57840761e-05,-1.47078808e-05
809,3.236000,-0.00104127009,-0.00600028783,-0.0115601551,0.00288046896,0.00140304724,0.00161661697,-5.49770584e-06,1.28509407e-06,-6.42135228e-06,9.31396471e-07,4.56034977e-05,-1.46382972e-05
810,3.240000,-0.000964743143,-0.00560962269,-0.0108939428,0.00200968049,0.00165366009,0.00153064996,-5.47237914e-06,1.29259115e-06,-6.4221922e-06,9.2538761e-07,4.54693072e-05,-1.45915019e-05
811,3.244000,-0.00103977625,-0.00536875334,-0.0106928647,0.00269440189,0.0010892842,0.00178660033,-5.45222747e-06,1.27813428e-06,-6.41210909e-06,9.22244567e-07,4.53648208e-05,-1.45559798e-05
812,3.248000,-0.000954284566,-0.0056770891,-0.0110402871,0.00310110115,0.00191476592,0.00112848054,-5.45467265e-06,1.28313388e-06,-6.40452345e-06,9.22330742e-07,4.5159537e-05,-1.44717906e-05
813,3.252000,-0.00104333623,-0.00507106073,-0.0101110265,0.0023275502,0.000978627708,0.00183162198,-5.41361351e-06,1.29887007e-06,-6.39015025e-06,9.20089803e-07,4.50872394e-05,-1.44555434e-05
814,3.256000,-0.00103949441,-0.00499049341,-0.00994768925,0.00238194782,0.000180520816,0.00246960553,-5.4185175e-06,1.30572005e-06,-6.40292592e-06,9.13873862e-07,4.48996288e-05,-1.43821198e-05
815,3.260000,-0.0010473216,-0.00481098797,-0.00950552709,0.00182672031,7.26659782e-05,0.00260610948,-5.40127212e-06,1.29711759e-06,-6.41387351e-06,9.05612183e-07,4.47562343e-05,-1.43298776e-05
816,3.264000,-0.000939345686,-0.00517861731,-0.00999638066,0.00264909863,0.00113228359,0.00176593487,-5.36997595e-06,1.3131729e-06,-6.40293001e-06,9.03841396e-07,4.46450358e-05,-1.42906956e-05
817,3.268000,-0.000978073571,-0.00436319411,-0.00889569055,0.00160187203,0.000928756082,0.00186041824,-5.37160577e-06,1.30612409e-06,-6.39804966e-06,9.03920125e-07,4.44370417e-05,-1.42051986e-05
818,3.272000,-0.000970747496,-0.00523735071,-0.0100199869,0.00315205008,0.00036210008,0.00226580654,-5.33897219e-06,1.33663502e-06,-6.40284998e-06,9.01805663e-07,4.43491845e-05,-1.41779647e-05
819,3.276000,-0.00101785723,-0.00487760641,-0.00955091696,0.00307908561,-8.70800577e-05,0.00252461992,-5.3222293e-06,1.31457705e-06,-6.40880398e-06,8.92424453e-07,4.41537741e-05,-1.40998254e-05
820,3.280000,-0.000836583204,-0.00502942316,-0.00979715586,0.00288216956,0.00102559081,0.00174123654,-5.30711668e-06,1.3337376e-06,-6.38553956e-06,8.94260722e-07,4.40570257e-05,-1.40718239e-05
821,3.284000,-0.000910480681,-0.00473245,-0.00907028932,0.00229356252,0.000270748511,0.00239222334,-5.30047464e-06,1.33613275e-06,-6.41963152e-06,8.90996148e-07,4.38708885e-05,-1.39975264e-05
822,3.288000,-0.000926203909,-0.00478578545,-0.0093604736,0.00316003058,0.000628751935,0.00191127858,-5.2867058e-06,1.33280787e-06,-6.40944745e-06,8.80562993e-07,4.36941118e-05,-1.39258127e-05
823,3.292000,-0.00104244868,-0.0047643194,-0.00889650919,0.00254237931,-0.0011139526,0.00339171756,-5.25560563e-06,1.33295828e-06,-6.39461541e-06,8.82382096e-07,4.3610049e-05,-1.39023814e-05
824,3.296000,-0.000984366983,-0.00474760728,-0.00887337793,0.00249264389,-0.000934948213,0.00322728837,-5.25940277e-06,1.35072844e-06,-6.39257814e-06,8.78134642e-07,4.34000685e-05,-1.38140949e-05
825,3.300000,-0.000895577483,-0.00433155103,-0.0083923731,0.00217600912,-0.000224097632,0.00263377815,-5.23561448e-06,1.35363075e-06,-6.39621248e-06,8.72795113e-07,4.32487359e-05,-1.3757237e-05
826,3.304000,-0.00119677163,-0.005705446,-0.0123962061,-0.000591968652,0.00432439242,-0.00123033742,-5.20422054e-06,1.35705614e-06,-6.38158053e-06,8.69112455e-07,4.31648514e-05,-1.37344969e-05
827,3.308000,-0.00125711737,-0.00598141411,-0.013253985,-0.000905305613,0.00572105544,-0.00229680235,-5.20893582e-06,1.34575089e-06,-6.37448647e-06,8.63597961e-07,4.29601059e-05,-1.36518092e-05
828,3.312000,-0.00141200237,-0.00598166743,-0.0133175161,-0.00126742409,0.00426608277,-0.00111752609,-5.19301284e-06,1.36402991e-06,-6.37980793e-06,8.63842104e-07,4.2869764e-05,-1.36270755e-05
829,3.316000,-0.00135699799,-0.0060362299,-0.0136071835,-0.00108014513,0.00576593215,-0.00229364447,-5.15889906e-06,1.38655241e-06,-6.38885058e-06,8.6276134e-07,4.27355626e-05,-1.35756745e-05
830,3.320000,-0.00140857953,-0.00583615806,-0.0132478289,-0.0014602188,0.00496588834,-0.00157757895,-5.16336468e-06,1.3786987e-06,-6.40041935e-06,8.57338307e-07,4.25311373e-05,-1.34898119e-05
831,3.324000,-0.00133988191,-0.00571461627,-0.0129711991,-0.00215389859,0.00486447755,-0.00129664736,-5.14496878e-06,1.36970687e-06,-6.4085516e-06,8.5354776e-07,4.2405416e-05,-1.34479606e-05
832,3.328000,-0.00139323587,-0.00605202932,-0.0135423662,-0.00061361352,0.00458804099,-0.00124630844,-5.12410497e-06,1.38934388e-06,-6.4067267e-06,8.48681566e-07,4.23145539e-05,-1.34243683e-05
833,3.332000,-0.00124766841,-0.00604018942,-0.0133048976,-0.00183042209,0.00498028146,-0.00374322198,-5.12266615e-06,1.39353938e-06,-6.39514428e-06,8.453909e-07,4.21657169e-05,-1.33674685e-05
834,3.336000,-0.00121804606,-0.00572694512,-0.0128490552,-0.00227541407,0.00492889248,-0.00355791347,-5.09522033e-06,1.41420469e-06,-6.38356005e-06,8.39651591e-07,4.20239085e-05,-1.33120684e-05
835,3.340000,-0.00123642851,-0.00600395259,-0.0131791532,-0.00133422122,0.00474093063,-0.00333710178,-5.09497659e-06,1.40061798e-06,-6.37682979e-06,8.39775453e-07,4.18347408e-05,-1.32360592e-05
836,3.344000,-0.00120215304,-0.00595642254,-0.0132281166,-0.00151832146,0.005587494,-0.00386817823,-5.07048935e-06,1.40411441e-06,-6.3837324e-06,8.28565874e-07,4.17037445e-05,-1.31911856e-05
837,3.348000,-0.00129406166,-0.00555468956,-0.0126514491,-0.00151618384,0.00431231689,-0.0028638239,-5.04729906e-06,1.39374492e-06,-6.36894401e-06,8.31666398e-07,4.15603063e-05,-1.31360157e-05
838,3.352000,-0.00122487918,-0.00576617429,-0.012904902,-0.00140492723,0.00537289772,-0.00353531307,-5.03266347e-06,1.40522616e-06,-6.37816947e-06,8.26974087e-07,4.1478761e-05,-1.31167944e-05
839,3.356000,-0.00137709733,-0.00554566691,-0.0126183433,-0.00136676687,0.00418277131,-0.00262958882,-5.00106944e-06,1.39498013e-06,-6.38235724e-06,8.33036779e-07,4.1364834e-05,-1.30791695e-05
840,3.360000,-0.00136515289,-0.00520775747,-0.0117899338,-0.0028136489,0.00354166795,-0.00179891847,-4.9884834e-06,1.39792201e-06,-6.37100902e-06,8.2834822e-07,4.13120069e-05,-1.30733724e-05
841,3.364000,-0.00146150286,-0.00618425524,-0.0149476733,-0.00482976856,0.00836743042,-0.00546390424,-4.99403041e-06,1.40492966e-06,-6.38359597e-06,8.22629318e-07,4.11600267e-05,-1.30166845e-05
842,3.368000,-0.00164999859,-0.00626603933,-0.0159191862,-0.00543055683,0.00893278234,-0.005884076,-4.97768815e-06,1.41858413e-06,-6.3723005e-06,8.2706714e-07,4.11220572e-05,-1.30206236e-05
843,3.372000,-0.00180074049,-0.00769759621,-0.0180825368,-0.00446367916,0.00866816193,-0.00545251742,-4.95169434e-06,1.42138026e-06,-6.38926258e-06,8.21013202e-07,4.1043877e-05,-1.29991222e-05
844,3.376000,-0.001811628,-0.00697662449,-0.0174555592,-0.00499973632,0.00932974741,-0.00594284479,-4.93160223e-06,1.42638385e-06,-6.37406947e-06,8.23965649e-07,4.09673157e-05,-1.29826476e-05
845,3.380000,-0.00171390199,-0.00675441744,-0.017118847,-0.00561204366,0.0102048777,-0.00634743832,-4.93817606e-06,1.41358157e-06,-6.37923995e-06,8.19293177e-07,4.08162887e-05,-1.29266964e-05
846,3.384000,-0.00166863611,-0.00707378937,-0.0173263848,-0.00553257717,0.00990595017,-0.00577663444,-4.92360005e-06,1.41505234e-06,-6.36669802e-06,8.17902787e-07,4.07439147e-05,-1.29130885e-05
847,3.388000,-0.00179180945,-0.00705251284,-0.0172408279,-0.00499021402,0.0094571542,-0.0054009473,-4.90359525e-06,1.41719977e-06,-6.36461118e-06,8.1578645e-07,4.06422187e-05,-1.28787597e-05
848,3.392000,-0.001717443,-0.00664173067,-0.0164596699,-0.00584243285,0.00945155509,-0.00513825146,-4.89081458e-06,1.41808778e-06,-6.36365439e-06,8.14925443e-07,4.05891806e-05,-1.28738384e-05
849,3.396000,-0.00167843606,-0.00708286976,-0.0171997752,-0.00385195948,0.00911165401,-0.00491101388,-4.89358126e-06,1.42286228e-06,-6.35792912e-06,8.13268628e-07,4.04525235e-05,-1.28253214e-05
850,3.400000,-0.00168142933,-0.00631517544,-0.0159088876,-0.00578425173,0.0083010681,-0.00639439467,-4.87435e-06,1.43699299e-06,-6.36300501e-06,8.03542491e-07,4.03761223e-05,-1.28086376e-05
851,3.404000,-0.00153411238,-0.00612058491,-0.0157880709,-0.00523054041,0.00929271895,-0.00696836878,-4.85841838e-06,1.43995999e-06,-6.350077e-06,8.08610082e-07,4.03377562e-05,-1.28135234e-05
852,3.408000,-0.00163371267,-0.00616006227,-0.0153894527,-0.00563487224,0.00825795718,-0.00585789001,-4.85498094e-06,1.44149658e-06,-6.35359265e-06,8.08088828e-07,4.0216386e-05,-1.27713702e-05
853,3.412000,-0.00163857231,-0.00626553269,-0.0154863317,-0.00489680888,0.00809278898,-0.00566164637,-4.84791963e-06,1.44717262e-06,-6.3695702e-06,8.09148901e-07,4.01172038e-05,-1.27418652e-05
854,3.416000,-0.00163792155,-0.00614674203,-0.0152392872,-0.00478197075,0.00717034563,-0.00472098915,-4.82981568e-06,1.45468391e-06,-6.3616726e-06,8.00377734e-07,4.00220306e-05,-1.27132635e-05
855,3.420000,-0.00165406801,-0.00613239221,-0.0150763206,-0.00457736198,0.00732566742,-0.0047130296,-4.81250663e-06,1.47392859e-06,-6.38257598e-06,7.99753252e-07,3.99120945e-05,-1.26758314e-05
856,3.424000,-0.00182964827,-0.00676107127,-0.0179353505,-0.00797477923,0.0112327579,-0.00752799353,-4.78989932e-06,1.46093964e-06,-6.3872958e-06,8.02180296e-07,3.98853117e-05,-1.26845562e-05
857,3.428000,-0.00203695754,-0.00714444695,-0.019364411,-0.00870500412,0.0124170203,-0.00832533929,-4.77647427e-06,1.44896114e-06,-6.38135998e-06,7.97335304e-07,3.98094053e-05,-1.26689101e-05
858,3.432000,-0.00211994653,-0.00791433454,-0.0206603874,-0.00837911852,0.0128954444,-0.00845490396,-4.77843651e-06,1.48351182e-06,-6.3589614e-06,7.93768891e-07,3.9651437e-05,-1.26074337e-05
859,3.436000,-0.00214916142,-0.00766342692,-0.0203157403,-0.00930025056,0.0129037825,-0.00810236111,-4.7626695e-06,1.4827657e-06,-6.3710022e-06,7.95498806e-07,3.95736206e-05,-1.25907954e-05
860,3.440000,-0.00227383734,-0.00814570766,-0.021454988,-0.00629253499,0.0114207864,-0.00747090764,-4.74373337e-06,1.46710045e-06,-6.37745461e-06,7.99689587e-07,3.9517814e-05,-1.25799506e-05
861,3.444000,-0.00215065572,-0.0078481324,-0.0206148345,-0.00847457349,0.0122282803,-0.0095202364,-4.74623539e-06,1.46016953e-06,-6.35778861e-06,7.88718239e-07,3.93924565e-05,-1.25395136e-05
862,3.448000,-0.00203359127,-0.00797601789,-0.0205652378,-0.00832300261,0.0132946707,-0.00996689405,-4.72687543e-06,1.4734569e-06,-6.37683388e-06,7.88439252e-07,3.92884976e-05,-1.25051629e-05
863,3.452000,-0.00200738665,-0.00731263682,-0.0196092017,-0.00893282332,0.0132214865,-0.00964990817,-4.70643681e-06,1.47929541e-06,-6.38364963e-06,7.88324257e-07,3.91884423e-05,-1.24732023e-05
864,3.456000,-0.00202954351,-0.00735674705,-0.0193544142,-0.00863326155,0.0121635348,-0.00846565329,-4.70275245e-06,1.49665755e-06,-6.35563902e-06,7.84575434e-07,3.91402027e-05,-1.24715971e-05
865,3.460000,-0.00211675907,-0.00763825653,-0.0195365138,-0.00786811672,0.0117607443,-0.00794951338,-4.70868054e-06,1.46940852e-06,-6.35880724e-06,7.80253458e-07,3.89981396e-05,-1.24196395e-05
866,3.464000,-0.00198021438,-0.00701620476,-0.0186414421,-0.00823198352,0.012061364,-0.00790566485,-4.68506369e-06,1.48011293e-06,-6.35895503e-06,7.82677375e-07,3.89454217e-05,-1.24127182e-05
867,3.468000,-0.00199241424,-0.00704124197,-0.0185960103,-0.00786506571,0.0115854917,-0.00734740263,-4.67024392e-06,1.48838149e-06,-6.35442984e-06,7.79827928e-07,3.87911823e-05,-1.23525397e-05
868,3.472000,-0.00194447744,-0.00679789763,-0.0181093663,-0.00784775708,0.011600893,-0.00707946485,-4.64111054e-06,1.48946719e-06,-6.36989125e-06,7.82531231e-07,3.87701984e-05,-1.23648088e-05
869,3.476000,-0.00218369253,-0.00741981016,-0.0189092048,-0.00528773852,0.00864485838,-0.00525229052,-4.6520413e-06,1.49377547e-06,-6.35812239e-06,7.73756256e-07,3.85922758e-05,-1.22907377e-05
870,3.480000,-0.0018351688,-0.00713617727,-0.018230889,-0.0072189644,0.0115210311,-0.00895381719,-4.63057404e-06,1.51593952e-06,-6.36087225e-06,7.76904528e-07,3.84883642e-05,-1.22584779e-05
871,3.484000,-0.00228114193,-0.00713373534,-0.020181559,-0.0111484025,0.0137675013,-0.0105826501,-4.61620903e-06,1.48764912e-06,-6.36729692e-06,7.74720206e-07,3.84237501e-05,-1.22428337e-05
872,3.488000,-0.00233095186,-0.00841695815,-0.0226550698,-0.0110733677,0.0155094825,-0.0114947837,-4.62067101e-06,1.48942934e-06,-6.34866183e-06,7.68764153e-07,3.8265538e-05,-1.21806515e-05
873,3.492000,-0.00235671015,-0.00864091236,-0.0235032402,-0.0107971719,0.0164470244,-0.0120211998,-4.6031696e-06,1.49102004e-06,-6.34146454e-06,7.60366561e-07,3.81204954e-05,-1.21209168e-05
874,3.496000,-0.0024596299,-0.00878383406,-0.0233765393,-0.0117475288,0.0152351623,-0.0105358269,-4.58892237e-06,1.49065409e-06,-6.34373282e-06,7.61349042e-07,3.80511228e-05,-1.21041166e-05
875,3.500000,-0.00239006523,-0.00853764452,-0.0232522711,-0.0112986602,0.0166699886,-0.0114164818,-4.58752447e-06,1.51105053e-06,-6.35205561e-06,7.57863234e-07,3.78861441e-05,-1.20352806e-05
876,3.504000,-0.00264120568,-0.00934416801,-0.0247182082,-0.0074684741,0.0129260421,-0.0092175249,-4.57362603e-06,1.53577196e-06,-6.33784111e-06,7.52758126e-07,3.7751488e-05,-1.198268e-05
877,3.508000,-0.00231454708,-0.00861227885,-0.0230392776,-0.0110109802,0.0160012897,-0.0125067281,-4.54555766e-06,1.52305859e-06,-6.34547723e-06,7.48034836e-07,3.76550925e-05,-1.19527704e-05
878,3.512000,-0.00243621157,-0.00891276542,-0.0232269689,-0.0102791172,0.0142972516,-0.0108572356,-4.5308575e-06,1.50997505e-06,-6.34459229e-06,7.52579638e-07,3.75362506e-05,-1.19107235e-05
879,3.516000,-0.00233854237,-0.00813616253,-0.0221365746,-0.0105167683,0.0147390552,-0.0108313123,-4.51240658e-06,1.51084851e-06,-6.34947901e-06,7.47811498e-07,3.74669034e-05,-1.1889957e-05
880,3.520000,-0.00226296368,-0.00838284288,-0.0224610083,-0.00920320582,0.015660014,-0.0112946387,-4.49817935e-06,1.54625479e-06,-6.33464242e-06,7.44625368e-07,3.73474504e-05,-1.18461521e-05
881,3.524000,-0.00234502368,-0.00828965195,-0.0219404772,-0.00943459757,0.0140489107,-0.00962472335,-4.49147865e-06,1.52110215e-06,-6.34912658e-06,7.4365289e-07,3.72176219e-05,-1.17963127e-05
882,3.528000,-0.0023343428,-0.00790311582,-0.0210102797,-0.0100741228,0.0140722245,-0.00920984149,-4.47846696e-06,1.52369455e-06,-6.33458694e-06,7.40277585e-07,3.70981579e-05,-1.17528753e-05
883,3.532000,-0.00265483232,-0.00873598084,-0.0230001472,-0.00429967232,0.00860604737,-0.00626031868,-4.47832917e-06,1.54245652e-06,-6.34269009e-06,7.38301651e-07,3.69270056e-05,-1.1682082e-05
884,3.536000,-0.00221284572,-0.00764519861,-0.0204365496,-0.00993522629,0.0135068446,-0.0106406901,-4.452967e-06,1.52989367e-06,-6.34512298e-06,7.32668411e-07,3.68156689e-05,-1.1643272e-05
885,3.540000,-0.00218173256,-0.00770719163,-0.0202082731,-0.0100726476,0.0131049193,-0.00988598727,-4.43351519e-06,1.53387361e-06,-6.3479124e-06,7.28598138e-07,3.67215944e-05,-1.16094816e-05
886,3.544000,-0.0024553074,-0.00825915299,-0.0229538381,-0.0130844414,0.016522618,-0.012295587,-4.43493991e-06,1.5596296e-06,-6.34689286e-06,7.25794109e-07,3.65651867e-05,-1.15485682e-05
887,3.548000,-0.00279480359,-0.00858115312,-0.0240189619,-0.0142765762,0.0163035318,-0.0118087856,-4.41615839e-06,1.55859971e-06,-6.33986701e-06,7.26885503e-07,3.64440421e-05,-1.15040166e-05
888,3.552000,-0.00274187163,-0.00906549022,-0.0251430999,-0.0137197487,0.0181612298,-0.0128862979,-4.4000476e-06,1.5622411e-06,-6.33890158e-06,7.19182424e-07,3.63209292e-05,-1.14565692e-05
889,3.556000,-0.00310673215,-0.0108180624,-0.028464593,-0.00736904517,0.0137101058,-0.0106587075,-4.38613642e-06,1.56109058e-06,-6.33209993e-06,7.15623798e-07,3.62528808e-05,-1.1441165e-05
890,3.560000,-0.00265009888,-0.0092528183,-0.0254506841,-0.0136434939,0.0186294653,-0.0148060592,-4.37506014e-06,1.56813951e-06,-6.33380205e-06,7.15252611e-07,3.61254242e-05,-1.13905899e-05
891,3.564000,-0.00261729956,-0.00917355157,-0.0246408209,-0.0146018928,0.0185583942,-0.0142542683,-4.35846141e-06,1.55931161e-06,-6.35364722e-06,7.14540761e-07,3.60049307e-05,-1.13457609e-05
892,3.568000,-0.00267816125,-0.00901742093,-0.0238433145,-0.0151402261,0.0175026339,-0.0130078765,-4.33716286e-06,1.57549835e-06,-6.34551543e-06,7.11484006e-07,3.58931866e-05,-1.130691e-05
893,3.572000,-0.00262418739,-0.00999622606,-0.0252968501,-0.0121473372,0.0178176668,-0.0127425212,-4.34786671e-06,1.58066882e-06,-6.34335856e-06,7.06112985e-07,3.57166391e-05,-1.12335729e-05
894,3.576000,-0.00261504902,-0.00779324956,-0.0208392553,-0.0179491322,0.0176606961,-0.0124450084,-4.33453897e-06,1.58888213e-06,-6.34900016e-06,7.00084342e-07,3.55960801e-05,-1.11888094e-05
